Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
47.0,1,3,16.0,3,2,4,5.0,3,3.0,3,3.0,0,5,1,3.0,3,28297.0,1
39.0,1,3,9.0,3,2,3,4.0,3,4.0,3,2.0,0,4,1,2.0,3,26029.0,0
,1,1,14.0,2,2,2,3.0,0,3.0,2,5.0,0,1,1,1.0,1,,0
41.0,1,3,32.0,3,2,3,5.0,3,4.0,3,4.0,1,5,0,2.0,3,27772.0,1
31.0,0,1,11.0,3,2,3,3.0,1,5.0,3,1.0,0,1,0,2.0,2,24936.0,0
52.0,1,1,13.0,2,2,2,3.0,3,4.0,3,1.0,0,3,1,1.0,3,25445.0,0
32.0,0,3,9.0,2,2,3,4.0,1,5.0,3,2.0,0,1,0,1.0,2,24010.0,0
30.0,1,1,7.0,2,2,3,4.0,1,5.0,1,2.0,0,3,1,1.0,2,24051.0,0
21.0,1,3,9.0,3,1,3,4.0,0,3.0,3,3.0,0,4,0,1.0,1,21461.0,0
25.0,1,3,,3,2,2,4.0,1,5.0,1,2.0,0,3,1,1.0,2,,0
43.0,1,1,11.0,1,2,3,4.0,2,3.0,1,,0,1,0,1.0,4,37910.0,0
52.0,1,3,31.0,3,1,3,5.0,1,4.0,3,2.0,1,5,1,2.0,2,21516.0,1
28.0,1,3,16.0,3,2,3,3.0,0,4.0,1,2.0,0,5,0,2.0,1,16052.0,0
38.0,1,1,10.0,2,1,3,4.0,1,4.0,3,5.0,0,4,1,1.0,2,22785.0,0
38.0,1,3,8.0,2,1,2,3.0,1,5.0,1,4.0,0,4,0,1.0,2,21893.0,0
52.0,1,1,18.0,1,1,3,5.0,4,4.0,2,5.0,0,1,0,2.0,0,31820.0,0
46.0,1,1,9.0,2,1,3,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24448.0,0
37.0,0,1,,3,1,3,3.0,1,3.0,0,4.0,1,3,1,1.0,2,,0
35.0,0,1,9.0,2,2,3,5.0,1,3.0,0,3.0,0,4,0,1.0,2,28225.0,0
35.0,1,3,16.0,2,1,4,4.0,1,3.0,1,3.0,0,1,0,1.0,2,24392.0,0
57.0,1,1,16.0,3,2,3,4.0,4,3.0,0,2.0,0,4,0,1.0,0,29781.0,0
35.0,1,3,9.0,2,2,3,3.0,3,3.0,1,7.0,0,5,0,1.0,3,22823.0,0
,1,1,14.0,2,1,2,3.0,1,3.0,2,1.0,0,2,1,0.0,2,,0
31.0,0,3,11.0,3,1,2,3.0,0,4.0,1,2.0,0,3,0,1.0,1,17789.0,0
41.0,0,1,33.0,3,1,4,5.0,1,3.0,1,5.0,1,1,0,2.0,2,23100.0,0
30.0,1,1,11.0,1,1,2,3.0,0,5.0,1,6.0,0,5,1,1.0,1,18204.0,0
35.0,0,3,9.0,3,1,4,4.0,0,3.0,1,8.0,0,5,0,1.0,1,20909.0,0
25.0,1,3,32.0,3,1,2,3.0,1,3.0,2,2.0,0,4,0,0.0,2,21180.0,0
35.0,0,1,17.0,3,2,3,4.0,0,3.0,1,3.0,1,3,1,2.0,1,22493.0,0
44.0,0,2,6.0,2,2,2,3.0,1,3.0,1,5.0,1,5,1,1.0,2,20743.0,0
35.0,1,3,14.0,2,1,3,3.0,0,3.0,1,2.0,0,3,1,2.0,1,17572.0,0
32.0,1,1,19.0,3,1,4,4.0,0,3.0,0,2.0,1,4,1,3.0,1,22607.0,0
32.0,1,1,16.0,2,2,3,5.0,0,4.0,3,2.0,1,3,1,1.0,1,21335.0,0
27.0,1,3,14.0,3,1,2,3.0,1,4.0,0,2.0,0,2,0,0.0,2,21214.0,0
29.0,1,1,7.0,2,2,3,4.0,0,3.0,1,3.0,0,1,0,1.0,1,20722.0,0
35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,0,2.0,2,23246.0,0
39.0,1,1,7.0,2,0,3,3.0,1,3.0,3,2.0,0,2,1,2.0,2,26303.0,0
29.0,1,3,8.0,3,2,3,4.0,1,4.0,0,3.0,0,4,0,1.0,2,21644.0,0
42.0,0,2,14.0,2,1,3,4.0,0,3.0,1,7.0,0,5,1,1.0,1,32861.0,1
43.0,0,1,23.0,1,2,2,4.0,0,3.0,1,1.0,1,5,1,1.0,1,17437.0,1
18.0,1,3,16.0,3,1,3,4.0,0,3.0,2,2.0,0,1,0,2.0,1,16200.0,0
47.0,0,1,35.0,2,2,2,3.0,3,4.0,0,2.0,1,3,1,0.0,3,26849.0,1
45.0,0,1,,2,2,2,3.0,1,4.0,0,2.0,0,4,1,1.0,2,,0
38.0,1,3,9.0,2,2,2,3.0,1,3.0,3,1.0,1,3,1,1.0,2,21861.0,0
45.0,1,1,6.0,2,2,3,2.0,2,3.0,0,1.0,0,4,1,2.0,4,34202.0,0
52.0,1,1,14.0,3,2,2,,1,4.0,0,3.0,0,2,1,1.0,2,19941.0,1
24.0,1,1,23.0,2,2,3,4.0,0,4.0,0,2.0,0,3,1,1.0,1,17127.0,0
33.0,1,1,6.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0,1
,0,1,22.0,2,2,3,3.0,0,3.0,1,1.0,0,3,1,2.0,1,18544.0,0
48.0,0,3,16.0,2,2,3,6.0,4,3.0,1,2.0,0,5,1,2.0,0,31614.0,1
39.0,0,1,8.0,2,2,2,3.0,4,3.0,1,1.0,0,3,1,0.0,0,27169.0,1
41.0,1,3,11.0,3,2,4,5.0,3,3.0,1,2.0,0,1,1,2.0,3,29533.0,0
,1,3,8.0,3,1,2,3.0,1,3.0,1,3.0,0,5,1,0.0,2,,0
30.0,1,1,7.0,2,1,3,5.0,0,5.0,1,3.0,1,1,0,1.0,1,20997.0,1
54.0,1,1,9.0,3,2,3,2.0,4,4.0,2,6.0,0,1,1,,0,35276.0,0
26.0,1,2,26.0,3,1,3,3.0,0,4.0,1,1.0,1,3,0,1.0,1,17148.0,1
35.0,1,1,26.0,3,2,4,4.0,0,3.0,1,2.0,0,3,0,1.0,1,21339.0,0
,1,1,14.0,2,2,3,3.0,1,3.0,1,1.0,0,3,1,0.0,2,18697.0,0
59.0,1,3,6.0,1,2,3,3.0,3,3.0,0,4.0,1,2,0,1.0,3,26904.0,0
37.0,0,1,16.0,3,2,3,3.0,3,3.0,1,7.0,0,3,1,2.0,3,25048.0,1
23.0,0,1,23.0,3,2,4,3.0,0,3.0,1,3.0,1,3,0,1.0,1,21613.0,0
30.0,1,3,33.0,3,2,2,3.0,1,3.0,1,1.0,0,3,1,0.0,2,20304.0,0
27.0,1,1,28.0,3,2,3,4.0,0,3.0,1,3.0,0,5,1,2.0,1,21055.0,1
39.0,1,1,6.0,2,1,3,4.0,4,3.0,0,2.0,0,3,0,1.0,0,27742.0,0
31.0,1,2,8.0,2,2,3,4.0,1,5.0,0,4.0,0,3,0,1.0,2,21410.0,0
39.0,0,1,7.0,2,2,3,4.0,1,3.0,1,2.0,0,5,1,1.0,2,23413.0,0
45.0,1,1,10.0,2,2,3,4.0,2,3.0,0,,1,2,1,1.0,4,38191.0,0
34.0,0,1,16.0,1,2,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,20063.0,0
32.0,1,1,8.0,1,2,3,3.0,0,5.0,2,2.0,0,1,1,1.0,1,17439.0,0
32.0,1,1,31.0,3,0,4,5.0,1,5.0,3,3.0,0,5,1,1.0,2,25490.0,0
29.0,1,1,27.0,2,1,2,2.0,3,5.0,1,2.0,0,5,1,1.0,3,24980.0,0
29.0,1,1,17.0,2,1,3,4.0,1,3.0,3,5.0,0,4,1,2.0,2,22338.0,0
32.0,0,1,14.0,2,1,3,5.0,3,3.0,0,3.0,0,2,1,2.0,3,27621.0,0
48.0,1,1,9.0,3,1,3,4.0,4,3.0,0,,0,5,1,1.0,0,35847.0,0
34.0,0,1,,3,1,2,3.0,1,4.0,1,5.0,0,3,1,0.0,2,,0
24.0,1,1,13.0,2,2,4,2.0,0,5.0,0,3.0,1,3,1,3.0,1,20279.0,1
39.0,1,1,15.0,3,2,2,3.0,1,5.0,1,2.0,0,4,1,0.0,2,20151.0,0
38.0,1,2,13.0,2,2,4,4.0,0,5.0,1,6.0,1,2,1,1.0,1,20751.0,1
36.0,1,1,11.0,2,1,2,4.0,0,,0,1.0,1,2,1,0.0,1,95000.0,0
33.0,1,3,11.0,3,1,2,3.0,0,3.0,2,2.0,1,2,1,0.0,1,17851.0,1
31.0,1,1,16.0,3,2,3,5.0,0,3.0,2,3.0,0,4,0,2.0,1,20884.0,0
41.0,1,3,26.0,3,1,3,3.0,0,4.0,2,2.0,1,4,0,2.0,1,18140.0,1
30.0,1,1,7.0,2,1,3,5.0,0,5.0,0,3.0,1,2,0,1.0,1,20997.0,1
51.0,1,3,15.0,3,2,3,4.0,0,4.0,0,2.0,0,2,1,1.0,1,22553.0,0
47.0,1,3,8.0,2,1,2,1.0,4,4.0,1,7.0,0,1,0,0.0,0,30972.0,0
53.0,1,1,11.0,2,1,2,4.0,4,3.0,0,4.0,0,5,1,,0,35233.0,0
37.0,1,1,12.0,2,1,3,4.0,3,5.0,1,6.0,0,4,1,2.0,3,26686.0,0
36.0,1,3,6.0,2,1,3,3.0,1,3.0,3,7.0,0,1,1,1.0,2,21815.0,0
38.0,0,1,9.0,2,2,2,3.0,0,3.0,1,4.0,0,3,1,0.0,1,17821.0,0
39.0,1,3,10.0,2,2,4,4.0,3,3.0,1,2.0,0,2,1,2.0,3,29287.0,0
33.0,1,1,9.0,3,2,3,4.0,1,4.0,1,6.0,0,4,1,2.0,2,23561.0,1
52.0,1,1,11.0,2,2,3,4.0,0,3.0,0,2.0,1,2,1,2.0,1,21139.0,1
36.0,2,1,,3,1,2,4.0,1,3.0,1,1.0,0,5,1,1.0,2,,0
45.0,0,1,31.0,2,2,3,4.0,0,3.0,1,5.0,1,5,0,2.0,1,21839.0,1
26.0,0,1,11.0,3,1,2,4.0,0,3.0,0,2.0,1,2,0,1.0,1,17366.0,1
39.0,1,1,12.0,3,2,2,4.0,3,5.0,1,5.0,0,4,1,0.0,3,24991.0,0
56.0,0,3,12.0,2,1,2,2.0,4,5.0,0,1.0,0,3,1,0.0,0,28212.0,0
29.0,1,1,9.0,3,2,3,4.0,0,3.0,3,8.0,0,3,0,1.0,1,23060.0,1
25.0,1,1,6.0,3,1,2,3.0,0,4.0,2,2.0,0,3,1,0.0,1,17096.0,0
39.0,1,3,,2,2,3,3.0,0,3.0,1,2.0,1,1,1,2.0,1,19534.0,1
40.0,1,1,31.0,2,2,3,4.0,1,3.0,3,2.0,0,4,1,1.0,2,22786.0,0
46.0,0,3,33.0,2,1,4,4.0,1,5.0,1,4.0,0,1,0,3.0,2,22964.0,1
43.0,0,1,28.0,3,1,3,4.0,1,3.0,1,4.0,0,2,0,1.0,2,23943.0,0
39.0,0,1,13.0,2,2,4,5.0,1,3.0,1,4.0,0,4,1,2.0,2,23999.0,0
,0,1,6.0,2,1,3,3.0,1,5.0,0,2.0,0,5,1,2.0,2,,0
38.0,1,2,6.0,2,2,2,1.0,0,3.0,0,2.0,0,4,1,0.0,1,17844.0,0
,1,1,11.0,1,2,2,3.0,0,3.0,2,2.0,1,1,0,0.0,1,18441.0,1
55.0,1,1,24.0,1,1,3,4.0,3,3.0,1,2.0,0,5,0,1.0,3,29417.0,0
38.0,1,3,9.0,3,2,4,4.0,1,3.0,0,6.0,1,3,0,2.0,2,28280.0,0
51.0,0,1,14.0,2,2,2,5.0,3,3.0,3,3.0,0,2,0,1.0,3,25650.0,1
37.0,1,3,22.0,3,2,3,4.0,1,3.0,1,5.0,0,5,1,2.0,2,21334.0,0
,1,1,14.0,2,2,3,3.0,1,3.0,0,1.0,0,3,1,0.0,2,18697.0,0
43.0,1,1,18.0,2,2,2,4.0,4,4.0,1,2.0,0,3,0,1.0,0,29336.0,0
37.0,1,1,9.0,2,1,4,4.0,0,3.0,1,6.0,0,5,1,1.0,1,21221.0,0
20.0,1,1,16.0,2,2,3,4.0,0,5.0,2,3.0,0,3,0,2.0,1,21230.0,0
24.0,1,1,11.0,3,1,3,4.0,0,4.0,3,3.0,0,3,1,2.0,1,21973.0,0
47.0,0,3,10.0,3,2,3,3.0,1,3.0,2,4.0,0,4,0,2.0,2,17976.0,0
39.0,0,1,6.0,2,2,2,3.0,2,3.0,1,2.0,1,3,0,1.0,4,34197.0,0
33.0,0,3,23.0,2,2,2,3.0,4,3.0,2,2.0,0,3,1,1.0,0,32444.0,0
34.0,1,2,15.0,1,1,2,3.0,0,3.0,0,2.0,0,1,1,0.0,1,17742.0,1
39.0,1,3,7.0,2,2,3,5.0,0,5.0,3,6.0,0,3,0,2.0,1,21536.0,0
22.0,0,1,17.0,2,1,3,5.0,0,3.0,3,3.0,0,4,1,1.0,1,21303.0,1
34.0,0,3,,3,2,3,3.0,1,3.0,2,1.0,0,5,1,1.0,2,19568.0,0
51.0,1,3,27.0,3,2,3,3.0,1,3.0,2,1.0,1,5,0,2.0,2,20441.0,0
52.0,1,1,11.0,2,2,3,4.0,0,3.0,1,2.0,1,1,0,1.0,1,21139.0,1
35.0,0,1,9.0,2,2,4,4.0,1,3.0,3,4.0,0,4,1,2.0,2,22711.0,0
38.0,1,1,,3,2,2,3.0,1,4.0,1,5.0,0,4,0,0.0,2,19855.0,1
37.0,1,1,16.0,3,2,4,5.0,0,3.0,0,2.0,1,2,0,2.0,1,22066.0,1
47.0,0,3,15.0,2,2,2,5.0,4,3.0,1,1.0,0,5,1,1.0,0,27936.0,1
30.0,1,1,20.0,2,2,3,5.0,1,4.0,1,6.0,1,4,1,1.0,2,22703.0,0
35.0,1,1,9.0,3,1,3,5.0,0,5.0,3,3.0,0,2,1,2.0,1,23059.0,0
41.0,0,3,15.0,2,2,2,5.0,4,3.0,1,1.0,0,5,1,1.0,0,21151.0,1
,1,1,11.0,2,1,2,4.0,0,5.0,1,1.0,1,1,1,1.0,1,18419.0,0
53.0,1,1,9.0,3,2,2,3.0,4,3.0,1,4.0,1,5,1,0.0,0,32584.0,0
40.0,0,1,16.0,2,2,4,4.0,1,4.0,3,2.0,0,1,1,1.0,2,25460.0,0
35.0,1,1,13.0,3,2,3,4.0,0,5.0,3,4.0,0,4,0,1.0,1,21638.0,1
47.0,1,1,11.0,2,2,2,3.0,2,3.0,1,5.0,0,1,1,0.0,4,33300.0,0
30.0,1,3,11.0,3,1,1,4.0,1,3.0,1,2.0,0,2,0,0.0,2,21118.0,0
41.0,1,3,12.0,2,0,3,3.0,3,3.0,2,4.0,1,2,0,1.0,3,28591.0,0
,1,1,26.0,2,2,2,3.0,1,3.0,1,2.0,0,5,0,0.0,2,,0
,1,1,21.0,2,1,2,4.0,1,3.0,2,1.0,1,3,0,0.0,2,,0
48.0,1,1,6.0,2,2,3,4.0,3,3.0,2,1.0,1,5,0,0.0,3,20381.0,1
37.0,1,3,17.0,1,1,4,5.0,1,3.0,1,3.0,1,1,1,3.0,2,24351.0,0
37.0,0,1,7.0,3,1,3,5.0,1,3.0,1,2.0,0,5,1,2.0,2,23052.0,0
35.0,1,1,15.0,2,1,3,4.0,1,5.0,1,5.0,0,5,1,1.0,2,23799.0,0
30.0,1,1,10.0,3,2,4,5.0,3,3.0,0,3.0,0,2,1,3.0,3,30613.0,0
35.0,1,1,17.0,2,2,3,4.0,0,4.0,1,3.0,0,2,1,1.0,1,20686.0,0
33.0,1,3,17.0,3,2,3,4.0,1,3.0,3,3.0,0,4,1,2.0,2,24074.0,0
29.0,1,1,12.0,3,1,2,3.0,0,3.0,1,2.0,0,3,0,1.0,1,18131.0,0
20.0,1,3,29.0,3,2,3,4.0,0,3.0,2,3.0,1,2,0,2.0,1,20353.0,1
33.0,0,3,18.0,2,2,3,3.0,1,3.0,0,2.0,0,3,1,2.0,2,23385.0,1
32.0,1,1,6.0,2,2,3,3.0,0,5.0,2,2.0,0,2,0,2.0,1,17956.0,0
34.0,1,3,15.0,2,2,3,4.0,1,5.0,1,4.0,0,5,1,1.0,2,25070.0,0
35.0,1,1,6.0,2,1,3,5.0,0,3.0,1,2.0,0,3,0,1.0,1,17977.0,0
19.0,0,3,6.0,1,1,3,5.0,0,5.0,2,1.0,0,3,1,1.0,1,17325.0,1
25.0,1,3,11.0,3,2,2,4.0,1,3.0,2,2.0,1,3,1,0.0,2,20744.0,1
36.0,1,1,30.0,2,2,3,5.0,1,3.0,1,5.0,1,4,1,1.0,2,24594.0,1
30.0,0,1,9.0,2,2,3,4.0,1,3.0,1,3.0,0,3,0,1.0,2,27531.0,0
26.0,1,2,27.0,3,1,4,4.0,0,4.0,1,2.0,1,3,0,2.0,1,22347.0,1
32.0,1,1,9.0,2,2,3,4.0,0,3.0,1,2.0,1,4,1,2.0,1,21373.0,0
40.0,1,3,31.0,3,1,3,5.0,4,3.0,1,2.0,0,1,1,2.0,0,30709.0,0
42.0,1,1,16.0,2,2,4,4.0,0,5.0,1,3.0,0,5,1,2.0,1,20967.0,0
36.0,0,1,7.0,3,2,4,4.0,0,5.0,1,6.0,0,1,0,2.0,1,20872.0,0
27.0,0,1,7.0,2,1,4,6.0,0,3.0,1,5.0,0,4,1,1.0,1,23042.0,0
32.0,1,1,6.0,3,2,2,3.0,1,3.0,0,2.0,1,4,1,0.0,2,21162.0,0
39.0,0,1,6.0,2,2,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,21472.0,0
33.0,1,3,20.0,2,2,4,4.0,1,3.0,1,4.0,0,1,0,3.0,2,23081.0,0
40.0,0,1,14.0,3,2,2,4.0,3,4.0,1,3.0,0,1,1,1.0,3,28757.0,0
40.0,0,1,9.0,2,2,3,4.0,4,3.0,1,2.0,0,3,1,1.0,0,30847.0,1
50.0,1,1,7.0,1,1,3,5.0,4,3.0,2,2.0,1,3,1,1.0,0,32642.0,0
43.0,0,1,6.0,2,1,2,3.0,1,3.0,1,5.0,0,1,1,1.0,2,20562.0,0
,1,3,29.0,3,1,2,4.0,1,3.0,1,1.0,1,1,0,0.0,2,,0
30.0,1,1,7.0,1,2,4,5.0,0,5.0,2,8.0,0,3,0,3.0,1,21040.0,1
45.0,1,1,15.0,2,2,2,3.0,1,4.0,1,1.0,0,4,1,0.0,2,17348.0,0
46.0,1,1,,2,1,3,4.0,1,5.0,1,1.0,1,1,1,2.0,2,19615.0,0
,1,1,6.0,2,2,2,4.0,0,3.0,0,2.0,1,2,0,0.0,1,18622.0,0
32.0,1,2,9.0,2,2,4,5.0,1,5.0,1,5.0,0,3,0,3.0,2,25088.0,0
37.0,0,1,25.0,2,2,3,2.0,0,3.0,1,6.0,0,5,1,2.0,1,22366.0,0
36.0,1,1,14.0,2,2,4,5.0,0,3.0,1,3.0,0,3,1,1.0,1,21368.0,0
27.0,1,1,9.0,3,2,3,2.0,1,3.0,1,3.0,0,3,1,2.0,2,24150.0,0
27.0,1,1,10.0,2,1,3,4.0,0,3.0,1,3.0,0,3,1,2.0,1,20739.0,0
25.0,1,1,24.0,2,1,4,4.0,0,4.0,0,3.0,0,2,0,2.0,1,20888.0,1
31.0,0,3,11.0,3,1,2,3.0,0,4.0,1,2.0,0,3,0,0.0,1,17789.0,0
41.0,1,3,16.0,3,2,3,4.0,1,5.0,1,2.0,0,3,1,2.0,2,24151.0,0
42.0,1,1,14.0,1,1,3,2.0,0,3.0,1,3.0,0,3,0,1.0,1,22054.0,0
44.0,1,3,34.0,3,1,2,1.0,4,3.0,0,4.0,1,2,1,1.0,0,28320.0,0
40.0,1,1,19.0,3,2,4,4.0,1,4.0,1,6.0,0,3,1,2.0,2,23973.0,0
43.0,0,1,16.0,2,1,2,3.0,0,3.0,2,1.0,0,5,0,0.0,1,17455.0,0
33.0,0,3,16.0,3,2,3,6.0,1,3.0,1,2.0,0,1,0,2.0,2,23346.0,0
33.0,1,1,14.0,2,2,4,4.0,1,3.0,0,3.0,0,3,1,2.0,2,23561.0,1
52.0,1,3,28.0,3,2,4,4.0,1,3.0,3,2.0,1,5,0,3.0,2,24119.0,0
,1,1,9.0,3,2,3,3.0,0,5.0,0,6.0,0,5,1,1.0,1,,1
34.0,1,3,6.0,3,2,3,1.0,1,3.0,1,1.0,0,5,1,2.0,2,24725.0,0
26.0,0,1,12.0,2,2,3,3.0,1,5.0,1,3.0,0,5,1,2.0,2,22678.0,0
38.0,0,3,11.0,3,2,3,4.0,0,3.0,1,6.0,0,4,1,1.0,1,20855.0,0
35.0,1,3,20.0,3,2,3,4.0,3,3.0,1,3.0,0,1,1,2.0,3,27306.0,0
,0,3,10.0,3,2,2,3.0,1,3.0,0,2.0,0,2,1,0.0,2,,0
46.0,1,3,16.0,2,1,3,3.0,3,4.0,1,6.0,0,1,0,2.0,3,22314.0,1
43.0,0,1,12.0,2,2,4,4.0,0,3.0,1,6.0,0,3,0,2.0,1,20771.0,0
48.0,0,3,11.0,3,2,3,4.0,1,3.0,3,5.0,0,4,0,2.0,2,21654.0,0
31.0,1,1,9.0,2,0,3,6.0,1,3.0,3,4.0,0,2,0,2.0,2,24769.0,0
40.0,1,1,10.0,3,1,2,3.0,2,3.0,0,2.0,0,5,0,1.0,4,34033.0,0
43.0,0,1,30.0,2,2,3,5.0,1,3.0,3,3.0,0,3,1,2.0,2,23010.0,0
51.0,1,1,11.0,2,2,4,4.0,2,4.0,1,,0,5,1,1.0,4,37822.0,0
33.0,1,1,12.0,2,1,3,2.0,0,3.0,1,5.0,0,5,1,2.0,1,21990.0,0
50.0,1,1,8.0,3,2,3,3.0,4,3.0,1,6.0,0,1,0,1.0,0,32639.0,0
32.0,0,3,,3,2,3,3.0,1,3.0,2,1.0,0,3,1,1.0,2,19648.0,0
41.0,1,1,15.0,2,2,3,3.0,0,5.0,0,3.0,0,2,0,2.0,1,17238.0,0
44.0,1,1,13.0,3,1,2,4.0,3,3.0,0,4.0,0,4,1,0.0,3,25248.0,0
33.0,1,3,13.0,3,2,3,4.0,1,3.0,3,3.0,0,5,1,2.0,2,23688.0,0
54.0,1,3,15.0,3,2,4,4.0,4,3.0,1,7.0,0,3,1,1.0,0,30514.0,0
55.0,1,1,9.0,1,1,3,4.0,3,3.0,1,2.0,0,4,0,1.0,3,32227.0,0
32.0,1,1,9.0,3,1,3,3.0,1,5.0,0,2.0,0,2,1,1.0,2,21725.0,0
20.0,1,2,9.0,1,2,3,5.0,0,3.0,2,3.0,0,3,1,2.0,1,21242.0,1
26.0,1,1,6.0,3,2,3,3.0,0,5.0,2,1.0,0,5,1,2.0,1,17867.0,0
49.0,1,1,13.0,2,2,2,4.0,3,3.0,3,1.0,0,1,1,0.0,3,25965.0,0
51.0,1,1,7.0,3,2,4,4.0,4,3.0,1,,0,5,0,3.0,0,36077.0,0
33.0,1,1,7.0,2,2,4,4.0,0,5.0,3,3.0,0,1,0,2.0,1,21634.0,0
49.0,1,1,26.0,3,1,3,3.0,1,5.0,1,2.0,0,1,1,0.0,2,21567.0,0
44.0,1,1,22.0,2,2,4,5.0,4,3.0,1,,0,3,1,2.0,0,36281.0,0
45.0,1,2,7.0,2,0,3,5.0,1,3.0,3,6.0,0,5,1,2.0,2,24663.0,0
53.0,1,3,8.0,3,2,2,3.0,4,3.0,1,7.0,0,3,1,0.0,0,29852.0,0
35.0,1,3,7.0,3,2,3,4.0,3,3.0,3,3.0,0,5,1,1.0,3,28566.0,0
43.0,0,1,15.0,2,2,4,4.0,2,3.0,1,,0,5,0,2.0,4,37108.0,0
25.0,1,3,10.0,2,1,4,4.0,1,3.0,3,2.0,0,2,1,1.0,2,23255.0,1
43.0,1,1,30.0,2,1,3,4.0,4,3.0,2,4.0,0,3,0,,0,34670.0,0
,1,3,10.0,2,1,2,3.0,0,4.0,1,3.0,0,3,1,1.0,1,,0
34.0,0,1,13.0,2,2,2,4.0,1,3.0,1,5.0,0,5,1,1.0,2,26403.0,0
29.0,1,1,,1,2,2,3.0,1,3.0,1,5.0,0,5,0,0.0,2,,0
58.0,1,3,36.0,3,2,3,5.0,4,3.0,1,5.0,0,3,0,1.0,0,32796.0,0
52.0,0,1,,3,2,2,3.0,0,3.0,1,1.0,0,3,1,0.0,1,,0
28.0,1,1,22.0,3,2,3,1.0,1,5.0,2,1.0,0,5,0,1.0,2,20661.0,0
40.0,0,1,,3,1,3,4.0,1,3.0,1,4.0,1,1,0,1.0,2,,0
43.0,1,1,20.0,2,2,3,3.0,4,5.0,0,7.0,0,5,1,0.0,0,32159.0,0
30.0,1,3,11.0,2,1,2,3.0,3,3.0,0,3.0,0,4,1,1.0,3,24419.0,0
30.0,1,1,14.0,2,1,3,1.0,3,5.0,0,1.0,1,2,0,2.0,3,26416.0,0
41.0,1,1,31.0,1,2,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,21997.0,0
56.0,0,1,15.0,3,2,3,5.0,4,4.0,1,3.0,1,3,1,2.0,0,32255.0,0
42.0,1,1,,2,2,3,3.0,1,4.0,1,2.0,0,3,1,0.0,2,,0
37.0,1,3,10.0,3,1,4,5.0,3,3.0,1,2.0,0,3,1,1.0,3,26322.0,0
53.0,1,3,12.0,3,2,2,3.0,1,3.0,1,3.0,1,5,0,1.0,2,17306.0,0
52.0,1,1,17.0,2,1,2,3.0,1,3.0,0,1.0,0,2,1,1.0,2,18149.0,0
55.0,1,2,32.0,2,2,3,1.0,2,4.0,1,5.0,1,5,1,,4,34636.0,0
41.0,0,1,23.0,3,2,3,5.0,1,3.0,3,8.0,0,5,1,2.0,2,23772.0,0
29.0,0,1,31.0,1,2,4,5.0,3,5.0,3,3.0,0,2,0,1.0,3,27400.0,1
52.0,1,1,8.0,2,1,2,4.0,0,3.0,2,1.0,0,3,1,0.0,1,18212.0,0
32.0,1,1,18.0,2,2,3,4.0,0,3.0,0,5.0,1,3,1,2.0,1,21034.0,0
25.0,1,3,17.0,3,1,4,4.0,1,3.0,1,3.0,1,1,0,1.0,2,22938.0,0
28.0,0,1,17.0,2,2,3,4.0,3,5.0,1,3.0,0,3,1,1.0,3,27471.0,0
35.0,1,1,10.0,2,2,3,3.0,0,3.0,1,2.0,0,4,0,0.0,1,16951.0,0
27.0,0,2,28.0,2,1,2,4.0,0,4.0,1,2.0,0,1,1,0.0,1,17863.0,1
,1,3,6.0,3,2,2,1.0,1,5.0,1,2.0,0,4,0,1.0,2,,0
39.0,1,3,8.0,2,2,2,1.0,3,3.0,3,1.0,0,1,0,0.0,3,22880.0,0
37.0,1,1,19.0,3,0,3,5.0,3,3.0,3,2.0,0,2,1,1.0,3,27536.0,0
43.0,0,1,12.0,2,2,4,4.0,0,3.0,0,6.0,0,3,1,1.0,1,20771.0,0
36.0,1,1,12.0,2,1,2,2.0,1,3.0,0,4.0,0,2,0,0.0,2,18038.0,0
21.0,0,1,13.0,2,1,4,5.0,0,3.0,3,3.0,1,1,0,1.0,1,21604.0,1
52.0,1,1,15.0,2,2,3,5.0,3,4.0,0,7.0,0,3,1,2.0,3,31168.0,0
49.0,1,1,11.0,2,2,4,5.0,3,3.0,2,2.0,0,5,1,2.0,3,29677.0,0
34.0,0,1,22.0,2,1,3,4.0,0,3.0,2,2.0,0,5,1,2.0,1,17553.0,0
42.0,0,1,11.0,2,2,3,3.0,0,3.0,0,5.0,0,3,1,0.0,1,17093.0,0
36.0,1,2,33.0,2,0,3,4.0,3,3.0,3,3.0,1,1,1,1.0,3,27515.0,0
,1,1,6.0,2,2,2,5.0,0,3.0,1,4.0,0,4,1,0.0,1,,0
29.0,0,3,11.0,3,2,3,4.0,1,3.0,0,3.0,0,2,1,1.0,2,22899.0,0
45.0,0,1,24.0,2,2,4,6.0,0,3.0,2,4.0,0,4,1,1.0,1,20968.0,0
